property_id,property_name,listing_type,price_zar,price_tier,review_count,demand_score,url,ingested_at
73058.0,La Ballito Apartment,Self Catering,950.0,Mid-Range,15.0,1.39,https://www.lekkeslaap.co.za/accommodation/la-ballito-apartment,2026-06-27T11:22:33.756257
17773.0,Sands Beach Breaks Ballito,Self Catering,2018.0,Premium,71.0,7.89,https://www.lekkeslaap.co.za/accommodation/sands-beach-breaks-ballito,2026-06-27T11:22:33.756257
77548.0,Zur See,Self Catering,739.0,Mid-Range,185.0,17.13,https://www.lekkeslaap.co.za/accommodation/zur-see,2026-06-27T11:22:33.756257
109662.0,Zimbali Boulevard Suites,Self Catering,1275.0,Premium,5.0,0.56,https://www.lekkeslaap.co.za/accommodation/zimbali-boulevard,2026-06-27T11:22:33.756257
26245.0,Ruby Sands,Self Catering,3600.0,Luxury,27.0,3.75,https://www.lekkeslaap.co.za/accommodation/ruby-sands,2026-06-27T11:22:33.756257
123905.0,4 Chaka's Rocks Chalets - The Beach Cottage,Self Catering,2100.0,Premium,5.0,0.56,https://www.lekkeslaap.co.za/accommodation/4-chakas-rocks-chalets--the-beach-house,2026-06-27T11:22:33.756257
15600.0,La Montagne,Self Catering,1935.0,Premium,110.0,12.22,https://www.lekkeslaap.co.za/accommodation/la-montagne,2026-06-27T11:22:33.756257
137426.0,Little Sea Salt,Self Catering,750.0,Mid-Range,14.0,1.3,https://www.lekkeslaap.co.za/accommodation/little-sea-salt,2026-06-27T11:22:33.756257
90027.0,Five O'clock Zen Boutique Guest House,Guest House,1035.0,Mid-Range,16.0,1.48,https://www.lekkeslaap.co.za/accommodation/five-oclock-zen-boutique-guest-house,2026-06-27T11:22:33.756257
111408.0,Castle Home,B&B,1350.0,Premium,32.0,3.56,https://www.lekkeslaap.co.za/accommodation/castle-home,2026-06-27T11:22:33.756257
60664.0,Biki-Biki Gasteverblyf,Guest House,274.0,Budget,61.0,4.52,https://www.lekkeslaap.co.za/accommodation/biki-biki-gasteverblyf,2026-06-27T11:22:33.756257
25653.0,The Aviary,Self Catering,1035.0,Mid-Range,184.0,17.04,https://www.lekkeslaap.co.za/accommodation/the-aviary,2026-06-27T11:22:33.756257
15860.0,Centurion Golf Suites Boca Walk,Guest House,1365.0,Premium,84.0,9.33,https://www.lekkeslaap.co.za/accommodation/centurion-golf-suites,2026-06-27T11:22:33.756257
135405.0,Baobab Guesthouse,Guest House,630.0,Budget,15.0,1.11,https://www.lekkeslaap.co.za/accommodation/boabab-gasteverblyf,2026-06-27T11:22:33.756257
149717.0,458 on Manitoba,Self Catering,880.0,Mid-Range,11.0,1.02,https://www.lekkeslaap.co.za/accommodation/458-on-manitoba,2026-06-27T11:22:33.756257
109776.0,GaDuTe gastehuis,Self Catering,1350.0,Premium,34.0,3.78,https://www.lekkeslaap.co.za/accommodation/gadute,2026-06-27T11:22:33.756257
126727.0,Woodhill Silo On 14th,Self Catering,1190.0,Mid-Range,32.0,2.96,https://www.lekkeslaap.co.za/accommodation/woodhill-on-14th,2026-06-27T11:22:33.756257
15027.0,Brooklyn Manor,Guest House,1105.0,Mid-Range,98.0,9.07,https://www.lekkeslaap.co.za/accommodation/brooklyn-manor,2026-06-27T11:22:33.756257
10862.0,La Granja,Self Catering,1445.0,Premium,159.0,17.67,https://www.lekkeslaap.co.za/accommodation/la-granja,2026-06-27T11:22:33.756257
90402.0,DullVino Cottage 15 Critchley,Self Catering,1947.0,Premium,72.0,8.0,https://www.lekkeslaap.co.za/accommodation/dullvino-cottage--critchley,2026-06-27T11:22:33.756257
47440.0,The Browns' - Luxury Suites,Guest House,1425.0,Premium,67.0,7.44,https://www.lekkeslaap.co.za/accommodation/the-browns-luxury-guest-suites,2026-06-27T11:22:33.756257
32850.0,Thokozani Lodge,Guest House,840.0,Mid-Range,44.0,4.07,https://www.lekkeslaap.co.za/accommodation/thokozani-lodge,2026-06-27T11:22:33.756257
74390.0,The Loft,Self Catering,1200.0,Premium,19.0,2.11,https://www.lekkeslaap.co.za/accommodation/salela-farm,2026-06-27T11:22:33.756257
103947.0,Gwenyn,Self Catering,2240.0,Premium,18.0,2.0,https://www.lekkeslaap.co.za/accommodation/gwenyn-mountain-getaway,2026-06-27T11:22:33.756257
109699.0,Idlewood 2,Self Catering,2261.0,Premium,14.0,1.56,https://www.lekkeslaap.co.za/accommodation/idlewood-40,2026-06-27T11:22:33.756257
47546.0,Hobbiton Cottage @ Rivendell Trout Estate,Self Catering,3740.0,Luxury,21.0,2.92,https://www.lekkeslaap.co.za/accommodation/rivendell-trout-estate,2026-06-27T11:22:33.756257
84552.0,DullVino First House,Self Catering,2247.0,Premium,55.0,6.11,https://www.lekkeslaap.co.za/accommodation/dullvino-house,2026-06-27T11:22:33.756257
69991.0,Rozelee Rest,Self Catering,550.0,Budget,111.0,8.22,https://www.lekkeslaap.co.za/accommodation/rozelee-rest,2026-06-27T11:22:33.756257
41464.0,Hartenbos Landgoed 16,Self Catering,2100.0,Premium,79.0,8.78,https://www.lekkeslaap.co.za/accommodation/hartenbos-landgoed-16,2026-06-27T11:22:33.756257
78973.0,Beacon Wharf Selfsorg Seefront Akkommodasie,Self Catering,1560.0,Premium,123.0,13.67,https://www.lekkeslaap.co.za/accommodation/beacon-wharf-selfsorg-seefront-akkommodasie,2026-06-27T11:22:33.756257
16424.0,The Bay Lodge,B&B,1829.0,Premium,127.0,14.11,https://www.lekkeslaap.co.za/accommodation/the-bay-lodge-58,2026-06-27T11:22:33.756257
29186.0,Hartenbos Landgoed 7,Self Catering,2520.0,Luxury,64.0,8.89,https://www.lekkeslaap.co.za/accommodation/hartenbos-landgoed-7,2026-06-27T11:22:33.756257
120537.0,Lekke By Die See,Self Catering,740.0,Mid-Range,40.0,3.7,https://www.lekkeslaap.co.za/accommodation/lekke-by-die-see-93,2026-06-27T11:22:33.756257
120531.0,The Cuckoo's Nest,Self Catering,934.0,Mid-Range,29.0,2.69,https://www.lekkeslaap.co.za/accommodation/the-cuckoos-nest,2026-06-27T11:22:33.756257
102612.0,60 Estoril Villas,Self Catering,1040.0,Mid-Range,29.0,2.69,https://www.lekkeslaap.co.za/accommodation/60-estoril-villas,2026-06-27T11:22:33.756257
128012.0,Lekker Leef Cottage,Self Catering,895.0,Mid-Range,65.0,6.02,https://www.lekkeslaap.co.za/accommodation/lekker-leef,2026-06-27T11:22:33.756257
2142.0,African Oceans Manor on the Beach,Guest House,2520.0,Luxury,20.0,2.78,https://www.lekkeslaap.co.za/accommodation/african-oceans-manor-on-the-beach,2026-06-27T11:22:33.756257
102889.0,GreenHouse Apartment,Self Catering,850.0,Mid-Range,41.0,3.8,https://www.lekkeslaap.co.za/accommodation/greenhouse-apartment-gq,2026-06-27T11:22:33.756257
1258.0,Eden Road Guest Suites,Guest House,1100.0,Mid-Range,178.0,16.48,https://www.lekkeslaap.co.za/accommodation/eden-road-guest-suites,2026-06-27T11:22:33.756257
99365.0,Dolphins Stay,Self Catering,1530.0,Premium,21.0,2.33,https://www.lekkeslaap.co.za/accommodation/dolphin-stay,2026-06-27T11:22:33.756257
134513.0,Gazania Cottage,Self Catering,1088.0,Mid-Range,14.0,1.3,https://www.lekkeslaap.co.za/accommodation/gazania-cottage,2026-06-27T11:22:33.756257
5102.0,Beachwalk Bed and Breakfast,B&B,1696.0,Premium,50.0,5.56,https://www.lekkeslaap.co.za/accommodation/beachwalk-bed-and-breakfast,2026-06-27T11:22:33.756257
37933.0,RElaxed City Living,Self Catering,960.0,Mid-Range,54.0,5.0,https://www.lekkeslaap.co.za/accommodation/relaxed-city-living,2026-06-27T11:22:33.756257
129303.0,The Little Lorraine Loft,Self Catering,990.0,Mid-Range,13.0,1.2,https://www.lekkeslaap.co.za/accommodation/the-little-loraine,2026-06-27T11:22:33.756257
126104.0,Seaview Sunsets,Self Catering,912.0,Mid-Range,17.0,1.57,https://www.lekkeslaap.co.za/accommodation/seaview-sunsets-68,2026-06-27T11:22:33.756257
143675.0,27 on Brunswick,Self Catering,711.0,Mid-Range,23.0,2.13,https://www.lekkeslaap.co.za/accommodation/27-on-brunswick,2026-06-27T11:22:33.756257
100503.0,Cozy Townhouse,Self Catering,1100.0,Mid-Range,41.0,3.8,https://www.lekkeslaap.co.za/accommodation/8-cozy-complex,2026-06-27T11:22:33.756257
100168.0,Point Waterfront Apartments,Self Catering,1200.0,Premium,45.0,5.0,https://www.lekkeslaap.co.za/accommodation/point-waterfront-apartments,2026-06-27T11:22:33.756257
101447.0,Buckingham Place,Self Catering,800.0,Mid-Range,69.0,6.39,https://www.lekkeslaap.co.za/accommodation/buckingham-road,2026-06-27T11:22:33.756257
80001.0,Anne's Cottage,Self Catering,720.0,Mid-Range,12.0,1.11,https://www.lekkeslaap.co.za/accommodation/annes-cottage,2026-06-27T11:22:33.756257
2840.0,Ammazulu African Palace,Guest House,1500.0,Premium,12.0,1.33,https://www.lekkeslaap.co.za/accommodation/ammazulu-african-palace,2026-06-27T11:22:33.756257
135739.0,Oyster Tide B&B and Self-Catering,B&B,1300.0,Premium,11.0,1.22,https://www.lekkeslaap.co.za/accommodation/oyster-tide-bb,2026-06-27T11:22:33.756257
113835.0,3 on Rockhaven,Self Catering,850.0,Mid-Range,28.0,2.59,https://www.lekkeslaap.co.za/accommodation/3-on-rockhaven,2026-06-27T11:22:33.756257
2286.0,Centre Court B&B,B&B,1500.0,Premium,37.0,4.11,https://www.lekkeslaap.co.za/accommodation/centre-court-b-b,2026-06-27T11:22:33.756257
9241.0,Terebinte,Guest House,1600.0,Premium,40.0,4.44,https://www.lekkeslaap.co.za/accommodation/terebinte,2026-06-27T11:22:33.756257
47669.0,35 on Fairview,Self Catering,900.0,Mid-Range,20.0,1.85,https://www.lekkeslaap.co.za/accommodation/35-on-fairview,2026-06-27T11:22:33.756257
101880.0,Huntley Cottage & Northway Cabin,Self Catering,850.0,Mid-Range,34.0,3.15,https://www.lekkeslaap.co.za/accommodation/huntley-cottage--northway-cabin-12,2026-06-27T11:22:33.756257
133149.0,Beachbreak Cottages,Self Catering,1100.0,Mid-Range,21.0,1.94,https://www.lekkeslaap.co.za/accommodation/beachbreak-cottages-15,2026-06-27T11:22:33.756257
99131.0,67 The Shades,Self Catering,2750.0,Luxury,14.0,1.94,https://www.lekkeslaap.co.za/accommodation/67-the-shades,2026-06-27T11:22:33.756257
134840.0,7 Cormoran,Self Catering,1318.0,Premium,9.0,1.0,https://www.lekkeslaap.co.za/accommodation/7-cormoran-28,2026-06-27T11:22:33.756257
2740.0,Shelbourne Boutique Lodge,B&B,3800.0,Luxury,80.0,11.11,https://www.lekkeslaap.co.za/accommodation/shelbourne-lodge,2026-06-27T11:22:33.756257
11046.0,Cowrie Cove Guest House,Guest House,2542.0,Luxury,31.0,4.31,https://www.lekkeslaap.co.za/accommodation/cowrie-cove-guest-house,2026-06-27T11:22:33.756257
49782.0,202 Ben Siesta,Self Catering,2050.0,Premium,17.0,1.89,https://www.lekkeslaap.co.za/accommodation/202-ben-siesta,2026-06-27T11:22:33.756257
139463.0,Suite Monte Carlo - Beachfront Apartment,Self Catering,3250.0,Luxury,0.0,0.0,https://www.lekkeslaap.co.za/accommodation/suite-monte-carlo---beachfront-apartment,2026-06-27T11:22:33.756257
4188.0,La Lucia BnB,B&B,1600.0,Premium,120.0,13.33,https://www.lekkeslaap.co.za/accommodation/kites-view-bed-and-breakfast,2026-06-27T11:22:33.756257
133183.0,303 Marbella,Self Catering,3450.0,Luxury,3.0,0.42,https://www.lekkeslaap.co.za/accommodation/303-marbella,2026-06-27T11:22:33.756257
22752.0,La Bri,Self Catering,1260.0,Premium,380.0,42.22,https://www.lekkeslaap.co.za/accommodation/la-bri-13,2026-06-27T11:22:33.756257
98030.0,Gracie's Cottage,Self Catering,867.0,Mid-Range,102.0,9.44,https://www.lekkeslaap.co.za/accommodation/gracies-cottage,2026-06-27T11:22:33.756257
46484.0,Views,Self Catering,1120.0,Mid-Range,418.0,38.7,https://www.lekkeslaap.co.za/accommodation/views,2026-06-27T11:22:33.756257
63983.0,Forest Lane,Self Catering,667.0,Budget,140.0,10.37,https://www.lekkeslaap.co.za/accommodation/forest-lane,2026-06-27T11:22:33.756257
13083.0,Cottage Pie,Self Catering,1120.0,Mid-Range,235.0,21.76,https://www.lekkeslaap.co.za/accommodation/cottage-pie-68,2026-06-27T11:22:33.756257
132064.0,Clarens Labelle,Self Catering,1900.0,Premium,20.0,2.22,https://www.lekkeslaap.co.za/accommodation/clarens-labelle,2026-06-27T11:22:33.756257
44809.0,Willow Villas,Self Catering,1840.0,Premium,173.0,19.22,https://www.lekkeslaap.co.za/accommodation/willow-villas,2026-06-27T11:22:33.756257
2221.0,The Courtyard Guest House,Guest House,1120.0,Mid-Range,174.0,16.11,https://www.lekkeslaap.co.za/accommodation/the-courtyard-guest-house,2026-06-27T11:22:33.756257
60212.0,Stonehaven Clarens,Self Catering,1200.0,Premium,213.0,23.67,https://www.lekkeslaap.co.za/accommodation/stonehaven-clarens,2026-06-27T11:22:33.756257
132737.0,Jolly Joint Clarens,Self Catering,700.0,Mid-Range,22.0,2.04,https://www.lekkeslaap.co.za/accommodation/jolly-joint-clarens,2026-06-27T11:22:33.756257
104497.0,Mountain Canadian Log Home,Self Catering,4320.0,Luxury,30.0,4.17,https://www.lekkeslaap.co.za/accommodation/mountain-canadian-log-home,2026-06-27T11:22:33.756257
104472.0,Stone Cottage in Haarties,Self Catering,2700.0,Luxury,27.0,3.75,https://www.lekkeslaap.co.za/accommodation/stone-cottage-in-haarties,2026-06-27T11:22:33.756257
105060.0,Bushbaby cottage,Self Catering,1750.0,Premium,29.0,3.22,https://www.lekkeslaap.co.za/accommodation/boshoffville-family-farm-11,2026-06-27T11:22:33.756257
15602.0,Magalies Park,Self Catering,2423.0,Premium,306.0,34.0,https://www.lekkeslaap.co.za/accommodation/first-group-magalies-park,2026-06-27T11:22:33.756257
23596.0,Hartbeespoort Country Hotel and Spa,Lodge,900.0,Mid-Range,258.0,23.89,https://www.lekkeslaap.co.za/accommodation/shangrila-innibos-47,2026-06-27T11:22:33.756257
138001.0,Wild Fig Cottage,Self Catering,1750.0,Premium,10.0,1.11,https://www.lekkeslaap.co.za/accommodation/wild-fig-cottage-14,2026-06-27T11:22:33.756257
5513.0,Annies Boutique Guest House & Garden Spa,Guest House,1200.0,Premium,22.0,2.44,https://www.lekkeslaap.co.za/accommodation/annies-boutique-guest-house--garden-spa,2026-06-27T11:22:33.756257
53403.0,Harties Is Africa Safari Lodge,Game Lodge,927.0,Mid-Range,140.0,12.96,https://www.lekkeslaap.co.za/accommodation/harties-is-africa-safari-lodge,2026-06-27T11:22:33.756257
1752.0,Galagos Lodge Guest House,Guest House,1300.0,Premium,154.0,17.11,https://www.lekkeslaap.co.za/accommodation/galagos-lodge,2026-06-27T11:22:33.756257
116565.0,BondMakers @ Kosmos,Self Catering,3000.0,Luxury,11.0,1.53,https://www.lekkeslaap.co.za/accommodation/on-the-banks,2026-06-27T11:22:33.756257
22473.0,Sperrgebiet Lodge,Self Catering,1035.0,Mid-Range,600.0,55.56,https://www.lekkeslaap.co.za/accommodation/sperrgebiet-lodge,2026-06-27T11:22:33.756257
4663.0,Jakkalswater Gasteplaas,Self Catering,1650.0,Premium,220.0,24.44,https://www.lekkeslaap.co.za/accommodation/jakkalswater-gaste-plaas,2026-06-27T11:22:33.756257
24634.0,SeaSide Self-Catering,Self Catering,1372.0,Premium,182.0,20.22,https://www.lekkeslaap.co.za/accommodation/seaside-self-catering,2026-06-27T11:22:33.756257
1006.0,Naries Namakwa Retreat,Guest House,2870.0,Luxury,74.0,10.28,https://www.lekkeslaap.co.za/accommodation/naries-namakwa-retreat,2026-06-27T11:22:33.756257
